,link,size,filing_date,year,cik,conformed_name
3209,https://www.sec.gov/Archives/edgar/data/1290900/000162828019007352/0001628280-19-007352-index.htm,2 MB,2019-05-30,2019,0001290900,"Commercial Vehicle Group, Inc."
3215,https://www.sec.gov/Archives/edgar/data/82811/000008281119000079/0000082811-19-000079-index.htm,495 KB,2019-05-31,2019,0000082811,REGAL BELOIT CORP
3221,https://www.sec.gov/Archives/edgar/data/1594805/000159480519000028/0001594805-19-000028-index.htm,22 KB,2019-05-30,2019,0001594805,SHOPIFY INC.
3222,https://www.sec.gov/Archives/edgar/data/897429/000089742919000079/0000897429-19-000079-index.htm,102 KB,2019-05-17,2019,0000897429,"CHICO'S FAS, INC."
3228,https://www.sec.gov/Archives/edgar/data/1645590/000164559019000014/0001645590-19-000014-index.htm,748 KB,2019-05-31,2019,0001645590,Hewlett Packard Enterprise Co
3232,https://www.sec.gov/Archives/edgar/data/89800/000119312519161293/0001193125-19-161293-index.htm,51 KB,2019-05-30,2019,0000089800,SHERWIN WILLIAMS CO
3238,https://www.sec.gov/Archives/edgar/data/1033905/000103390519000056/0001033905-19-000056-index.htm,730 KB,2019-05-30,2019,0001033905,LUMINEX CORP
3244,https://www.sec.gov/Archives/edgar/data/46619/000004661919000035/0000046619-19-000035-index.htm,72 KB,2019-05-06,2019,0000046619,HEICO CORP
3250,https://www.sec.gov/Archives/edgar/data/1750/000110465919033032/0001104659-19-033032-index.htm,604 KB,2019-05-31,2019,0000001750,AAR CORP
3265,https://www.sec.gov/Archives/edgar/data/827054/000082705419000148/0000827054-19-000148-index.htm,1 MB,2019-05-31,2019,0000827054,MICROCHIP TECHNOLOGY INC
3271,https://www.sec.gov/Archives/edgar/data/94845/000009484519000020/0000094845-19-000020-index.htm,61 KB,2019-05-29,2019,0000094845,LEVI STRAUSS & CO
3277,https://www.sec.gov/Archives/edgar/data/315374/000114420419029046/0001144204-19-029046-index.htm,265 KB,2019-05-31,2019,0000315374,HURCO COMPANIES INC
3283,https://www.sec.gov/Archives/edgar/data/1288469/000128846919000101/0001288469-19-000101-index.htm,268 KB,2019-05-28,2019,0001288469,MAXLINEAR INC
3289,https://www.sec.gov/Archives/edgar/data/1020214/000119312519162909/0001193125-19-162909-index.htm,39 KB,2019-05-31,2019,0001020214,CERUS CORP
3295,https://www.sec.gov/Archives/edgar/data/42582/000119312519162163/0001193125-19-162163-index.htm,52 KB,2019-05-31,2019,0000042582,GOODYEAR TIRE & RUBBER CO /OH/
3301,https://www.sec.gov/Archives/edgar/data/1114925/000168316819001710/0001683168-19-001710-index.htm,40 KB,2019-05-23,2019,0001114925,LANTRONIX INC
3307,https://www.sec.gov/Archives/edgar/data/93410/000009341019000018/0000093410-19-000018-index.htm,27 KB,2019-05-28,2019,0000093410,CHEVRON CORP
3313,https://www.sec.gov/Archives/edgar/data/1110803/000111080319000025/0001110803-19-000025-index.htm,58 KB,2019-05-14,2019,0001110803,"ILLUMINA, INC."
3319,https://www.sec.gov/Archives/edgar/data/9389/000155837019005351/0001558370-19-005351-index.htm,661 KB,2019-05-29,2019,0000009389,BALL Corp
3325,https://www.sec.gov/Archives/edgar/data/883241/000119312519162176/0001193125-19-162176-index.htm,59 KB,2019-05-31,2019,0000883241,SYNOPSYS INC
3331,https://www.sec.gov/Archives/edgar/data/1466258/000146625819000172/0001466258-19-000172-index.htm,292 KB,2019-05-31,2019,0001466258,Ingersoll-Rand plc
3337,https://www.sec.gov/Archives/edgar/data/26780/000119312519157066/0001193125-19-157066-index.htm,201 KB,2019-05-24,2019,0000026780,DANA INC
3343,https://www.sec.gov/Archives/edgar/data/202058/000020205819000067/0000202058-19-000067-index.htm,125 KB,2019-05-30,2019,0000202058,"L3HARRIS TECHNOLOGIES, INC. /DE/"
3349,https://www.sec.gov/Archives/edgar/data/1180145/000118014519000017/0001180145-19-000017-index.htm,59 KB,2019-05-31,2019,0001180145,Cardiovascular Systems Inc
3355,https://www.sec.gov/Archives/edgar/data/849869/000084986919000025/0000849869-19-000025-index.htm,152 KB,2019-05-31,2019,0000849869,SILGAN HOLDINGS INC
3361,https://www.sec.gov/Archives/edgar/data/708821/000070882119000030/0000708821-19-000030-index.htm,39 KB,2019-05-31,2019,0000708821,PAR TECHNOLOGY CORP
3369,https://www.sec.gov/Archives/edgar/data/915913/000091591319000053/0000915913-19-000053-index.htm,25 KB,2019-05-30,2019,0000915913,ALBEMARLE CORP
3375,https://www.sec.gov/Archives/edgar/data/1280452/000143774919011142/0001437749-19-011142-index.htm,23 KB,2019-05-31,2019,0001280452,MONOLITHIC POWER SYSTEMS INC
3381,https://www.sec.gov/Archives/edgar/data/1420800/000119312519162795/0001193125-19-162795-index.htm,193 KB,2019-05-31,2019,0001420800,Colfax CORP
3387,https://www.sec.gov/Archives/edgar/data/926326/000092632619000019/0000926326-19-000019-index.htm,810 KB,2019-05-29,2019,0000926326,"OMNICELL, Inc"
3393,https://www.sec.gov/Archives/edgar/data/1109345/000117891319001607/0001178913-19-001607-index.htm,260 KB,2019-05-29,2019,0001109345,NOVA MEASURING INSTRUMENTS LTD
3403,https://www.sec.gov/Archives/edgar/data/1001902/000119312519144228/0001193125-19-144228-index.htm,253 KB,2019-05-10,2019,0001001902,INTEVAC INC
3409,https://www.sec.gov/Archives/edgar/data/1296445/000143774919011079/0001437749-19-011079-index.htm,534 KB,2019-05-30,2019,0001296445,"ORMAT TECHNOLOGIES, INC."
3421,https://www.sec.gov/Archives/edgar/data/64472/000119312519160044/0001193125-19-160044-index.htm,18 KB,2019-05-30,2019,0000064472,GENCOR INDUSTRIES INC
3427,https://www.sec.gov/Archives/edgar/data/19446/000110465919032728/0001104659-19-032728-index.htm,82 KB,2019-05-30,2019,0000019446,CANTEL MEDICAL CORP
3433,https://www.sec.gov/Archives/edgar/data/1687932/000095014219001201/0000950142-19-001201-index.htm,22 KB,2019-05-31,2019,0001687932,"J.Jill, Inc."
3435,https://www.sec.gov/Archives/edgar/data/1321732/000132173219000064/0001321732-19-000064-index.htm,34 KB,2019-05-30,2019,0001321732,Penumbra Inc
3442,https://www.sec.gov/Archives/edgar/data/1409375/000156459019020998/0001564590-19-020998-index.htm,45 KB,2019-05-31,2019,0001409375,"ORION ENERGY SYSTEMS, INC."
3448,https://www.sec.gov/Archives/edgar/data/749098/000110465919033009/0001104659-19-033009-index.htm,151 KB,2019-05-31,2019,0000749098,MAGNA INTERNATIONAL INC
3454,https://www.sec.gov/Archives/edgar/data/1439095/000119312519158317/0001193125-19-158317-index.htm,72 KB,2019-05-28,2019,0001439095,MRC GLOBAL INC.
3460,https://www.sec.gov/Archives/edgar/data/1675820/000167582019000036/0001675820-19-000036-index.htm,399 KB,2019-05-29,2019,0001675820,TiVo Corp
3463,https://www.sec.gov/Archives/edgar/data/1163302/000116330219000037/0001163302-19-000037-index.htm,17 KB,2019-05-31,2019,0001163302,UNITED STATES STEEL CORP
3469,https://www.sec.gov/Archives/edgar/data/1124198/000110465919033137/0001104659-19-033137-index.htm,54 KB,2019-05-31,2019,0001124198,FLUOR CORP
3471,https://www.sec.gov/Archives/edgar/data/1603923/000160392319000073/0001603923-19-000073-index.htm,671 KB,2019-05-31,2019,0001603923,Weatherford International plc
3476,https://www.sec.gov/Archives/edgar/data/825542/000144398419000069/0001443984-19-000069-index.htm,32 KB,2019-05-29,2019,0000825542,SCOTTS MIRACLE-GRO CO
3481,https://www.sec.gov/Archives/edgar/data/1192448/000155837019005398/0001558370-19-005398-index.htm,35 KB,2019-05-30,2019,0001192448,GLAUKOS Corp
3483,https://www.sec.gov/Archives/edgar/data/912562/000091256219000020/0000912562-19-000020-index.htm,51 KB,2019-05-28,2019,0000912562,"GIBRALTAR INDUSTRIES, INC."
3499,https://www.sec.gov/Archives/edgar/data/844965/000156459019020347/0001564590-19-020347-index.htm,35 KB,2019-05-23,2019,0000844965,TETRA TECHNOLOGIES INC
3513,https://www.sec.gov/Archives/edgar/data/65759/000101054919000138/0001010549-19-000138-index.htm,345 KB,2019-05-30,2019,0000065759,MICROPAC INDUSTRIES INC
3519,https://www.sec.gov/Archives/edgar/data/1042893/000119312519150549/0001193125-19-150549-index.htm,19 KB,2019-05-17,2019,0001042893,DRIL-QUIP INC
3525,https://www.sec.gov/Archives/edgar/data/1596532/000159653219000152/0001596532-19-000152-index.htm,401 KB,2019-05-29,2019,0001596532,"Arista Networks, Inc."
3528,https://www.sec.gov/Archives/edgar/data/1413447/000119312519161776/0001193125-19-161776-index.htm,139 KB,2019-05-31,2019,0001413447,NXP Semiconductors N.V.
3534,https://www.sec.gov/Archives/edgar/data/1049502/000119312519160397/0001193125-19-160397-index.htm,271 KB,2019-05-30,2019,0001049502,MKS INSTRUMENTS INC
3540,https://www.sec.gov/Archives/edgar/data/77360/000007736019000020/0000077360-19-000020-index.htm,1 MB,2019-05-31,2019,0000077360,PENTAIR plc
3546,https://www.sec.gov/Archives/edgar/data/2186/000165495419006632/0001654954-19-006632-index.htm,55 KB,2019-05-29,2019,0000002186,BK Technologies Corp
3552,https://www.sec.gov/Archives/edgar/data/723254/000072325419000010/0000723254-19-000010-index.htm,61 KB,2019-05-29,2019,0000723254,CINTAS CORP
3558,https://www.sec.gov/Archives/edgar/data/915778/000143774919011065/0001437749-19-011065-index.htm,387 KB,2019-05-30,2019,0000915778,DSP GROUP INC /DE/
3564,https://www.sec.gov/Archives/edgar/data/1506492/000114036119010219/0001140361-19-010219-index.htm,28 KB,2019-05-31,2019,0001506492,"CHF Solutions, Inc."
3570,https://www.sec.gov/Archives/edgar/data/40533/000004053319000028/0000040533-19-000028-index.htm,38 KB,2019-05-31,2019,0000040533,GENERAL DYNAMICS CORP
3576,https://www.sec.gov/Archives/edgar/data/1129260/000112926019000019/0001129260-19-000019-index.htm,66 KB,2019-05-22,2019,0001129260,"VOCERA COMMUNICATIONS, INC."
3582,https://www.sec.gov/Archives/edgar/data/74303/000007430319000034/0000074303-19-000034-index.htm,120 KB,2019-05-20,2019,0000074303,OLIN Corp
3588,https://www.sec.gov/Archives/edgar/data/37996/000003799619000034/0000037996-19-000034-index.htm,374 KB,2019-05-24,2019,0000037996,FORD MOTOR CO
3594,https://www.sec.gov/Archives/edgar/data/916365/000091636519000105/0000916365-19-000105-index.htm,330 KB,2019-05-22,2019,0000916365,TRACTOR SUPPLY CO /DE/
3600,https://www.sec.gov/Archives/edgar/data/1733186/000173318619000094/0001733186-19-000094-index.htm,294 KB,2019-05-29,2019,0001733186,"Veoneer, Inc."
3601,https://www.sec.gov/Archives/edgar/data/1048695/000104869519000020/0001048695-19-000020-index.htm,407 KB,2019-05-31,2019,0001048695,"F5 NETWORKS, INC."
3618,https://www.sec.gov/Archives/edgar/data/1579252/000157925219000095/0001579252-19-000095-index.htm,661 KB,2019-05-23,2019,0001579252,"Jason Industries, Inc."
3621,https://www.sec.gov/Archives/edgar/data/93389/000114036119010084/0001140361-19-010084-index.htm,126 KB,2019-05-30,2019,0000093389,"STANDARD MOTOR PRODUCTS, INC."
3627,https://www.sec.gov/Archives/edgar/data/874396/000119312519162929/0001193125-19-162929-index.htm,43 KB,2019-05-31,2019,0000874396,"LIFETIME BRANDS, INC"
3633,https://www.sec.gov/Archives/edgar/data/1137789/000119312519161397/0001193125-19-161397-index.htm,314 KB,2019-05-30,2019,0001137789,Seagate Technology plc
3639,https://www.sec.gov/Archives/edgar/data/1368265/000119312519161265/0001193125-19-161265-index.htm,210 KB,2019-05-30,2019,0001368265,Clean Energy Fuels Corp.
3645,https://www.sec.gov/Archives/edgar/data/896429/000114036119010190/0001140361-19-010190-index.htm,37 KB,2019-05-31,2019,0000896429,USA TECHNOLOGIES INC
3651,https://www.sec.gov/Archives/edgar/data/926042/000156459019021090/0001564590-19-021090-index.htm,200 KB,2019-05-31,2019,0000926042,TATA MOTORS LTD/FI
3662,https://www.sec.gov/Archives/edgar/data/34067/000003406719000024/0000034067-19-000024-index.htm,45 KB,2019-05-31,2019,0000034067,DMC Global Inc.
3668,https://www.sec.gov/Archives/edgar/data/1635881/000163588119000056/0001635881-19-000056-index.htm,670 KB,2019-05-28,2019,0001635881,Exterran Corp
3672,https://www.sec.gov/Archives/edgar/data/912463/000091246319000017/0000912463-19-000017-index.htm,82 KB,2019-05-29,2019,0000912463,GUESS INC
3678,https://www.sec.gov/Archives/edgar/data/88790/000089710119000546/0000897101-19-000546-index.htm,230 KB,2019-05-30,2019,0000088790,INTRICON CORP
3684,https://www.sec.gov/Archives/edgar/data/807707/000080770719000018/0000807707-19-000018-index.htm,657 KB,2019-05-30,2019,0000807707,VOXX International Corp
3690,https://www.sec.gov/Archives/edgar/data/771266/000077126619000052/0000771266-19-000052-index.htm,49 KB,2019-05-15,2019,0000771266,KOPIN CORP
3696,https://www.sec.gov/Archives/edgar/data/1341439/000119312519162847/0001193125-19-162847-index.htm,38 KB,2019-05-31,2019,0001341439,ORACLE CORP
3702,https://www.sec.gov/Archives/edgar/data/318833/000031883319000031/0000318833-19-000031-index.htm,45 KB,2019-05-30,2019,0000318833,TEAM INC
3708,https://www.sec.gov/Archives/edgar/data/1049606/000002424019000064/0000024240-19-000064-index.htm,27 KB,2019-05-29,2019,0001049606,COMPX INTERNATIONAL INC
3714,https://www.sec.gov/Archives/edgar/data/1116942/000119312519157029/0001193125-19-157029-index.htm,704 KB,2019-05-24,2019,0001116942,TTM TECHNOLOGIES INC
3723,https://www.sec.gov/Archives/edgar/data/18230/000001823019000166/0000018230-19-000166-index.htm,91 KB,2019-05-30,2019,0000018230,CATERPILLAR INC
3729,https://www.sec.gov/Archives/edgar/data/1109138/000117891319001617/0001178913-19-001617-index.htm,542 KB,2019-05-30,2019,0001109138,CAMTEK LTD
3735,https://www.sec.gov/Archives/edgar/data/1050825/000105082519000087/0001050825-19-000087-index.htm,356 KB,2019-05-17,2019,0001050825,STEELCASE INC
3741,https://www.sec.gov/Archives/edgar/data/1316016/000156459019022131/0001564590-19-022131-index.htm,35 KB,2019-06-10,2019,0001316016,AQUANTIA CORP
3742,https://www.sec.gov/Archives/edgar/data/1580156/000119312519161851/0001193125-19-161851-index.htm,18 KB,2019-05-31,2019,0001580156,Houghton Mifflin Harcourt Co
3746,https://www.sec.gov/Archives/edgar/data/816761/000119312519155567/0001193125-19-155567-index.htm,123 KB,2019-05-24,2019,0000816761,TERADATA CORP /DE/
3752,https://www.sec.gov/Archives/edgar/data/818479/000081847919000035/0000818479-19-000035-index.htm,43 KB,2019-05-31,2019,0000818479,DENTSPLY SIRONA Inc.
3758,https://www.sec.gov/Archives/edgar/data/842633/000084263319000075/0000842633-19-000075-index.htm,659 KB,2019-05-31,2019,0000842633,TRIMAS CORP
3769,https://www.sec.gov/Archives/edgar/data/1401708/000140170819000142/0001401708-19-000142-index.htm,40 KB,2019-05-31,2019,0001401708,NanoString Technologies Inc
3778,https://www.sec.gov/Archives/edgar/data/1511737/000151173719000014/0001511737-19-000014-index.htm,559 KB,2019-05-31,2019,0001511737,Ubiquiti Inc.
3784,https://www.sec.gov/Archives/edgar/data/887226/000156459019020306/0001564590-19-020306-index.htm,60 KB,2019-05-23,2019,0000887226,PERCEPTRON INC/MI
3793,https://www.sec.gov/Archives/edgar/data/6281/000000628119000091/0000006281-19-000091-index.htm,335 KB,2019-05-24,2019,0000006281,ANALOG DEVICES INC
3799,https://www.sec.gov/Archives/edgar/data/1001385/000143774919011090/0001437749-19-011090-index.htm,20 KB,2019-05-31,2019,0001001385,NORTHWEST PIPE CO
3805,https://www.sec.gov/Archives/edgar/data/97216/000009721619000147/0000097216-19-000147-index.htm,240 KB,2019-05-29,2019,0000097216,TEREX CORP
3811,https://www.sec.gov/Archives/edgar/data/1492633/000119312519158364/0001193125-19-158364-index.htm,158 KB,2019-05-28,2019,0001492633,Nielsen Holdings plc
3817,https://www.sec.gov/Archives/edgar/data/740664/000114420419029079/0001144204-19-029079-index.htm,16 KB,2019-05-31,2019,0000740664,R F INDUSTRIES LTD
3823,https://www.sec.gov/Archives/edgar/data/917273/000119312519162915/0001193125-19-162915-index.htm,73 KB,2019-05-31,2019,0000917273,RAMBUS INC
3827,https://www.sec.gov/Archives/edgar/data/1317945/000149315219008445/0001493152-19-008445-index.htm,24 KB,2019-05-31,2019,0001317945,"Omega Flex, Inc."
3830,https://www.sec.gov/Archives/edgar/data/1162461/000143774919011111/0001437749-19-011111-index.htm,29 KB,2019-05-31,2019,0001162461,CUTERA INC
3836,https://www.sec.gov/Archives/edgar/data/1481513/000114420419027416/0001144204-19-027416-index.htm,22 KB,2019-05-21,2019,0001481513,"JinkoSolar Holding Co., Ltd."
3842,https://www.sec.gov/Archives/edgar/data/868780/000119312519161804/0001193125-19-161804-index.htm,193 KB,2019-05-31,2019,0000868780,"Dorman Products, Inc."
3848,https://www.sec.gov/Archives/edgar/data/908255/000090825519000045/0000908255-19-000045-index.htm,425 KB,2019-05-23,2019,0000908255,BORGWARNER INC
3854,https://www.sec.gov/Archives/edgar/data/1668717/000119312519161764/0001193125-19-161764-index.htm,18 KB,2019-05-31,2019,0001668717,Anheuser-Busch InBev SA/NV
3857,https://www.sec.gov/Archives/edgar/data/1675149/000119312519162014/0001193125-19-162014-index.htm,21 KB,2019-05-31,2019,0001675149,Alcoa Corp
3860,https://www.sec.gov/Archives/edgar/data/821002/000155837019005399/0001558370-19-005399-index.htm,52 KB,2019-05-30,2019,0000821002,G III APPAREL GROUP LTD /DE/
3867,https://www.sec.gov/Archives/edgar/data/1131399/000114036119010165/0001140361-19-010165-index.htm,292 KB,2019-05-31,2019,0001131399,GLAXOSMITHKLINE PLC
3873,https://www.sec.gov/Archives/edgar/data/1639691/000163969119000082/0001639691-19-000082-index.htm,569 KB,2019-05-28,2019,0001639691,LivaNova PLC
3877,https://www.sec.gov/Archives/edgar/data/949158/000094915819000113/0000949158-19-000113-index.htm,72 KB,2019-05-30,2019,0000949158,CRAY INC
3883,https://www.sec.gov/Archives/edgar/data/109198/000119312519162778/0001193125-19-162778-index.htm,141 KB,2019-05-31,2019,0000109198,TJX COMPANIES INC /DE/
3889,https://www.sec.gov/Archives/edgar/data/797721/000119312519161414/0001193125-19-161414-index.htm,214 KB,2019-05-30,2019,0000797721,VIASAT INC
3895,https://www.sec.gov/Archives/edgar/data/1101680/000156459019021255/0001564590-19-021255-index.htm,705 KB,2019-05-31,2019,0001101680,DASAN ZHONE SOLUTIONS INC
3901,https://www.sec.gov/Archives/edgar/data/1517396/000120677419001784/0001206774-19-001784-index.htm,358 KB,2019-05-28,2019,0001517396,STRATASYS LTD.
3911,https://www.sec.gov/Archives/edgar/data/1316644/000118518519000835/0001185185-19-000835-index.htm,41 KB,2019-05-31,2019,0001316644,"AeroGrow International, Inc."
3917,https://www.sec.gov/Archives/edgar/data/18172/000001817219000018/0000018172-19-000018-index.htm,30 KB,2019-05-30,2019,0000018172,A. M. Castle & Co.
3923,https://www.sec.gov/Archives/edgar/data/217346/000110465919032458/0001104659-19-032458-index.htm,438 KB,2019-05-29,2019,0000217346,TEXTRON INC
3937,https://www.sec.gov/Archives/edgar/data/1267482/000114420419026711/0001144204-19-026711-index.htm,54 KB,2019-05-16,2019,0001267482,SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORP
3950,https://www.sec.gov/Archives/edgar/data/884624/000156459019020965/0001564590-19-020965-index.htm,61 KB,2019-05-30,2019,0000884624,Orthofix Medical Inc.
3956,https://www.sec.gov/Archives/edgar/data/1584509/000158450919000114/0001584509-19-000114-index.htm,23 KB,2019-05-31,2019,0001584509,Aramark
3960,https://www.sec.gov/Archives/edgar/data/1579241/000157924119000033/0001579241-19-000033-index.htm,588 KB,2019-05-30,2019,0001579241,Allegion plc
3969,https://www.sec.gov/Archives/edgar/data/1129155/000114420419029206/0001144204-19-029206-index.htm,115 KB,2019-05-31,2019,0001129155,MARINE PRODUCTS CORP
3975,https://www.sec.gov/Archives/edgar/data/1108320/000143774919011096/0001437749-19-011096-index.htm,745 KB,2019-05-31,2019,0001108320,SMTC CORP
3981,https://www.sec.gov/Archives/edgar/data/1113256/000120677419001788/0001206774-19-001788-index.htm,702 KB,2019-05-28,2019,0001113256,"MERITOR, INC."
3987,https://www.sec.gov/Archives/edgar/data/1097864/000119312519157068/0001193125-19-157068-index.htm,309 KB,2019-05-24,2019,0001097864,ON SEMICONDUCTOR CORP
3993,https://www.sec.gov/Archives/edgar/data/1508381/000114420419029257/0001144204-19-029257-index.htm,20 KB,2019-05-31,2019,0001508381,Bionik Laboratories Corp.
3995,https://www.sec.gov/Archives/edgar/data/108772/000119312519150642/0001193125-19-150642-index.htm,349 KB,2019-05-17,2019,0000108772,XEROX CORP
4001,https://www.sec.gov/Archives/edgar/data/315189/000110465919030013/0001104659-19-030013-index.htm,500 KB,2019-05-16,2019,0000315189,DEERE & CO
4007,https://www.sec.gov/Archives/edgar/data/1374535/000156459019021241/0001564590-19-021241-index.htm,417 KB,2019-05-31,2019,0001374535,Altra Industrial Motion Corp.
4013,https://www.sec.gov/Archives/edgar/data/936468/000093646819000032/0000936468-19-000032-index.htm,520 KB,2019-05-24,2019,0000936468,LOCKHEED MARTIN CORP
4019,https://www.sec.gov/Archives/edgar/data/1048268/000119312519143695/0001193125-19-143695-index.htm,15 KB,2019-05-10,2019,0001048268,"IES Holdings, Inc."
4020,https://www.sec.gov/Archives/edgar/data/1061894/000106189419000026/0001061894-19-000026-index.htm,34 KB,2019-05-31,2019,0001061894,Gildan Activewear Inc.
4029,https://www.sec.gov/Archives/edgar/data/16040/000119312519160781/0001193125-19-160781-index.htm,34 KB,2019-05-30,2019,0000016040,CABOT CORP
4034,https://www.sec.gov/Archives/edgar/data/761238/000149315219008418/0001493152-19-008418-index.htm,297 KB,2019-05-30,2019,0000761238,RADA ELECTRONIC INDUSTRIES LTD
4040,https://www.sec.gov/Archives/edgar/data/751978/000119312519156338/0001193125-19-156338-index.htm,72 KB,2019-05-24,2019,0000751978,VICOR CORP
4051,https://www.sec.gov/Archives/edgar/data/1555280/000155528019000182/0001555280-19-000182-index.htm,358 KB,2019-05-30,2019,0001555280,Zoetis Inc.
4058,https://www.sec.gov/Archives/edgar/data/39911/000003991119000064/0000039911-19-000064-index.htm,356 KB,2019-05-31,2019,0000039911,GAP INC
4064,https://www.sec.gov/Archives/edgar/data/897322/000117891319001567/0001178913-19-001567-index.htm,378 KB,2019-05-22,2019,0000897322,GILAT SATELLITE NETWORKS LTD
4070,https://www.sec.gov/Archives/edgar/data/353184/000143774919011032/0001437749-19-011032-index.htm,17 KB,2019-05-30,2019,0000353184,AIR T INC
4076,https://www.sec.gov/Archives/edgar/data/866374/000110465919030076/0001104659-19-030076-index.htm,730 KB,2019-05-17,2019,0000866374,FLEX LTD.
4082,https://www.sec.gov/Archives/edgar/data/1243429/000138713119003988/0001387131-19-003988-index.htm,34 KB,2019-05-29,2019,0001243429,ArcelorMittal
4088,https://www.sec.gov/Archives/edgar/data/917491/000091749119000035/0000917491-19-000035-index.htm,57 KB,2019-05-31,2019,0000917491,FARO TECHNOLOGIES INC
4094,https://www.sec.gov/Archives/edgar/data/820534/000119312519165844/0001193125-19-165844-index.htm,28 KB,2019-06-05,2019,0000820534,BRITISH TELECOMMUNICATIONS PLC /ADR
4100,https://www.sec.gov/Archives/edgar/data/1589526/000158952619000039/0001589526-19-000039-index.htm,610 KB,2019-05-22,2019,0001589526,Blue Bird Corp
4104,https://www.sec.gov/Archives/edgar/data/1021561/000114036119009977/0001140361-19-009977-index.htm,367 KB,2019-05-29,2019,0001021561,NU SKIN ENTERPRISES INC
4110,https://www.sec.gov/Archives/edgar/data/1669811/000119312519161387/0001193125-19-161387-index.htm,33 KB,2019-05-30,2019,0001669811,"Donnelley Financial Solutions, Inc."
4113,https://www.sec.gov/Archives/edgar/data/839923/000110465919032989/0001104659-19-032989-index.htm,86 KB,2019-05-31,2019,0000839923,VODAFONE GROUP PUBLIC LTD CO
4119,https://www.sec.gov/Archives/edgar/data/105319/000119312519162452/0001193125-19-162452-index.htm,36 KB,2019-05-31,2019,0000105319,WEIGHT WATCHERS INTERNATIONAL INC
4125,https://www.sec.gov/Archives/edgar/data/1173514/000117351419000059/0001173514-19-000059-index.htm,68 KB,2019-05-30,2019,0001173514,"HYSTER-YALE MATERIALS HANDLING, INC."
4131,https://www.sec.gov/Archives/edgar/data/8818/000110465919032433/0001104659-19-032433-index.htm,726 KB,2019-05-29,2019,0000008818,Avery Dennison Corp
4138,https://www.sec.gov/Archives/edgar/data/1227025/000110465919032468/0001104659-19-032468-index.htm,536 KB,2019-05-29,2019,0001227025,NEOPHOTONICS CORP
4149,https://www.sec.gov/Archives/edgar/data/1173382/000117338219000008/0001173382-19-000008-index.htm,38 KB,2019-06-04,2019,0001173382,CAE INC
4156,https://www.sec.gov/Archives/edgar/data/912615/000119312519162791/0001193125-19-162791-index.htm,72 KB,2019-05-31,2019,0000912615,URBAN OUTFITTERS INC
4162,https://www.sec.gov/Archives/edgar/data/1024305/000102430519000073/0001024305-19-000073-index.htm,28 KB,2019-05-31,2019,0001024305,COTY INC.
4165,https://www.sec.gov/Archives/edgar/data/891014/000089101419000018/0000891014-19-000018-index.htm,27 KB,2019-05-31,2019,0000891014,MINERALS TECHNOLOGIES INC
4170,https://www.sec.gov/Archives/edgar/data/1114448/000110465919032999/0001104659-19-032999-index.htm,59 KB,2019-05-31,2019,0001114448,NOVARTIS AG
4176,https://www.sec.gov/Archives/edgar/data/1418100/000141810019000073/0001418100-19-000073-index.htm,726 KB,2019-05-28,2019,0001418100,Avaya Holdings Corp.
4178,https://www.sec.gov/Archives/edgar/data/886158/000088615819000014/0000886158-19-000014-index.htm,88 KB,2019-05-30,2019,0000886158,BED BATH & BEYOND INC
4184,https://www.sec.gov/Archives/edgar/data/724004/000143774919011040/0001437749-19-011040-index.htm,24 KB,2019-05-30,2019,0000724004,MESA LABORATORIES INC /CO
4190,https://www.sec.gov/Archives/edgar/data/719494/000114420419029119/0001144204-19-029119-index.htm,38 KB,2019-05-31,2019,0000719494,"Inrad Optics, Inc."
4196,https://www.sec.gov/Archives/edgar/data/707388/000070738819000037/0000707388-19-000037-index.htm,33 KB,2019-06-17,2019,0000707388,DIGIRAD CORP
4202,https://www.sec.gov/Archives/edgar/data/1666700/000166670019000012/0001666700-19-000012-index.htm,117 KB,2019-03-22,2019,0001666700,"DuPont de Nemours, Inc."
4204,https://www.sec.gov/Archives/edgar/data/1453015/000145301519000022/0001453015-19-000022-index.htm,2 MB,2019-05-30,2019,0001453015,Ballard Power Systems Inc.
4209,https://www.sec.gov/Archives/edgar/data/1370416/000137041619000018/0001370416-19-000018-index.htm,31 KB,2019-05-31,2019,0001370416,WESTPORT FUEL SYSTEMS INC.
4215,https://www.sec.gov/Archives/edgar/data/749660/000119312519156832/0001193125-19-156832-index.htm,13 KB,2019-05-24,2019,0000749660,ICAD INC
4221,https://www.sec.gov/Archives/edgar/data/885639/000089271219000232/0000892712-19-000232-index.htm,370 KB,2019-05-30,2019,0000885639,KOHLS Corp
4227,https://www.sec.gov/Archives/edgar/data/793952/000079395219000030/0000793952-19-000030-index.htm,71 KB,2019-05-31,2019,0000793952,"HARLEY-DAVIDSON, INC."
4240,https://www.sec.gov/Archives/edgar/data/56873/000110465919033187/0001104659-19-033187-index.htm,36 KB,2019-05-31,2019,0000056873,KROGER CO
4246,https://www.sec.gov/Archives/edgar/data/758938/000143774919011131/0001437749-19-011131-index.htm,748 KB,2019-05-31,2019,0000758938,QUALSTAR CORP
4250,https://www.sec.gov/Archives/edgar/data/1487101/000148710119000024/0001487101-19-000024-index.htm,82 KB,2019-05-31,2019,0001487101,KEYW HOLDING CORP
