Year,Type,Count
2009,25/A,3
2009,3,14286
2009,3/A,1277
2009,305B2,56
2009,305B2/A,2
2009,4,185988
2009,4/A,5989
2009,40-17F1,5
2009,40-17F2,698
2009,40-17F2/A,5
2009,40-17G,1055
2009,40-17G/A,160
2009,40-202A,2
2009,40-203A,1
2009,40-206A,1
2009,40-206A/A,1
2009,40-24B2,384
2009,40-24B2/A,6
2009,40-33,41
2009,40-6B,2
2009,40-6B/A,11
2009,40-8B25,4
2009,40-8F-2/A,2
2009,40-APP,106
2009,40-APP/A,198
2009,40-F,122
2009,40-F/A,42
2009,40-OIP,12
2009,40-OIP/A,22
2009,40FR12B,3
2009,424A,13
2009,424B1,64
2009,424B2,4780
2009,424B3,5688
2009,424B4,132
2009,424B5,1933
2009,424B7,150
2009,424B8,10
2009,425,2945
2009,485APOS,1806
2009,485BPOS,5518
2009,485BXT,776
2009,486APOS,1
2009,486BPOS,13
2009,487,874
2009,497,15185
2009,497AD,167
2009,497H2,1
2009,497J,4712
2009,497K,1110
2009,497K3A,1
2009,497K3B,47
2009,5,5235
2009,5/A,210
2009,6-K,20339
2009,6-K/A,322
2009,6B NTC,1
2009,6B ORDR,2
2009,8-A12B,633
2009,8-A12B/A,122
2009,8-A12G,196
2009,8-A12G/A,64
2009,8-K,79413
2009,8-K/A,2957
2009,8-K12B,11
2009,8-K12B/A,1
2009,8-K12G3,25
2009,8-K12G3/A,1
2009,8-M,1
2009,ADV-E,218
2009,ADV-NR,14
2009,ANNLRPT,4
2009,APP NTC,61
2009,APP ORDR,61
2009,APP WD,17
2009,ARS,2389
2009,ARS/A,3
2009,AW,209
2009,AW WD,4
2009,CB,86
2009,CB/A,89
2009,CERTNAS,131
2009,CERTNYS,225
2009,CERTPAC,148
2009,CORRESP,13093
2009,CT ORDER,1494
2009,D,13765
2009,D/A,7078
2009,DEF 14A,6444
2009,DEF 14C,580
2009,DEFA14A,4404
2009,DEFA14C,18
2009,DEFC14A,107
2009,DEFM14A,137
2009,DEFM14C,17
2009,DEFN14A,22
2009,DEFR14A,195
2009,DEFR14C,15
2009,DEL AM,63
2009,DFAN14A,619
2009,DFRN14A,10
2009,DSTRBRPT,4
2009,EFFECT,3651
2009,F-1,35
2009,F-1/A,81
2009,F-10,48
2009,F-10/A,65
2009,F-10POS,2
2009,F-1MEF,4
2009,F-3,64
2009,F-3/A,59
2009,F-3ASR,49
2009,F-3D,1
2009,F-3DPOS,1
2009,F-4,29
2009,F-4 POS,1
2009,F-4/A,42
2009,F-6,102
2009,F-6 POS,107
2009,F-6/A,8
2009,F-6EF,571
2009,F-7,4
2009,F-7/A,1
2009,F-8,3
2009,F-8/A,1
2009,F-80,1
2009,F-80/A,2
2009,F-9,7
2009,F-9 POS,1
2009,F-9/A,10
2009,F-N,23
2009,F-X,147
2009,F-X/A,19
2009,FOCUSN,1530
2009,FOCUSN/A,44
2009,FWP,6130
2009,G-405,3
2009,G-405N,3
2009,G-FIN,1
2009,G-FIN/A,14
2009,MSD,2
2009,MSD/A,35
2009,MSDW,13
2009,N-14,263
2009,N-14 8C,13
2009,N-14 8C/A,22
2009,N-14/A,159
2009,N-18F1,59
2009,N-18F1/A,4
2009,N-1A,40
2009,N-1A/A,63
2009,N-2,126
2009,N-2/A,138
2009,N-23C-2,323
2009,N-23C-2/A,25
2009,N-23C3A,73
2009,N-23C3A/A,1
2009,N-23C3B,9
2009,N-23C3C/A,5
2009,N-2MEF,8
2009,N-30B-2,483
2009,N-30D,398
2009,N-30D/A,3
2009,N-4,73
2009,N-4/A,77
2009,N-5,1
2009,N-54A,4
2009,N-54C,9
2009,N-6,15
2009,N-6/A,30
2009,N-6F,3
2009,N-6F/A,2
2009,N-8A,112
2009,N-8A/A,11
2009,N-8B-2,1
2009,N-8B-2/A,13
2009,N-8F,330
2009,N-8F NTC,187
2009,N-8F ORDR,192
2009,N-8F/A,167
2009,N-CSR,3538
2009,N-CSR/A,81
2009,N-CSRS,3088
2009,N-CSRS/A,54
2009,N-PX,3000
2009,N-PX/A,100
2009,N-Q,6295
2009,N-Q/A,75
2009,NO ACT,672
2009,NSAR-A,3011
2009,NSAR-A/A,116
2009,NSAR-AT,5
2009,NSAR-AT/A,1
2009,NSAR-B,3020
2009,NSAR-B/A,169
2009,NSAR-BT,9
2009,NSAR-U,823
2009,NSAR-U/A,12
2009,NT 10-D/A,1
2009,NT 10-K,2115
2009,NT 10-K/A,35
2009,NT 10-Q,3393
2009,NT 10-Q/A,18
2009,NT 11-K,68
2009,NT 11-K/A,2
2009,NT 20-F,82
2009,NT 20-F/A,2
2009,NT-NCSR,18
2009,NT-NCSR/A,1
2009,NT-NSAR,38
2009,NT-NSAR/A,5
2009,NTFNCSR,3
2009,NTFNSAR,3
2009,NTN 10D,3
2009,NTN 10K,122
2009,NTN 10Q,76
2009,NTN 20F,3
2009,OIP NTC,4
2009,OIP ORDR,5
2009,POS 8C,109
2009,POS AM,1298
2009,POS AMI,234
2009,POS EX,110
2009,POS462B,5
2009,POSASR,160
2009,PRE 14A,1876
2009,PRE 14C,496
2009,PREC14A,144
2009,PREC14C,6
2009,PREM14A,125
2009,PREM14C,17
2009,PREN14A,28
2009,PRER14A,616
2009,PRER14C,163
2009,PRRN14A,141
2009,PX14A6G,34
2009,QRTLYRPT,3
2009,REG-NR,1
2009,REGDEX,4125
2009,REGDEX/A,3711
2009,REVOKED,495
2009,RW,562
2009,RW WD,23
2009,S-1,694
2009,S-1/A,1792
2009,S-11,56
2009,S-11/A,199
2009,S-11MEF,1
2009,S-1MEF,23
2009,S-3,1077
2009,S-3/A,799
2009,S-3ASR,522
2009,S-3D,39
2009,S-3DPOS,30
2009,S-3MEF,44
2009,S-4,292
2009,S-4 POS,2
2009,S-4/A,523
2009,S-4MEF,2
2009,S-6,938
2009,S-6/A,313
2009,S-8,2388
2009,S-8 POS,1497
2009,S-B,22
2009,S-B/A,14
2009,SC 13D,1916
2009,SC 13D/A,4952
2009,SC 13E3,72
2009,SC 13E3/A,237
2009,SC 13G,8533
2009,SC 13G/A,16861
2009,SC 14D9,118
2009,SC 14D9/A,438
2009,SC 14F1,107
2009,SC 14F1/A,6
2009,SC TO-C,481
2009,SC TO-I,564
2009,SC TO-I/A,1090
2009,SC TO-T,97
2009,SC TO-T/A,628
2009,SC13E4F,2
2009,SC13E4F/A,1
2009,SC14D1F,3
2009,SC14D1F/A,1
2009,SC14D9C,96
2009,SC14D9F,1
2009,SE,35
2009,SP 15D2,2
2009,SUPPL,2381
2009,T-3,43
2009,T-3/A,35
2009,TA-1,23
2009,TA-1/A,274
2009,TA-2,477
2009,TA-2/A,67
2009,TA-W,38
2009,TACO,1
2009,UPLOAD,14912
2009,WDL-REQ,8
2009,X-17A-5,4793
2009,X-17A-5/A,441
2008,1,1
2008,1-A,26
2008,1-A/A,60
2008,1-E,8
2008,1-E/A,12
2008,10-12B,39
2008,10-12B/A,106
2008,10-12G,271
2008,10-12G/A,337
2008,10-D,2092
2008,10-D/A,362
2008,10-K,8391
2008,10-K/A,1771
2008,10-KT,11
2008,10-KT/A,3
2008,10-Q,26271
2008,10-Q/A,1468
2008,10-QT,6
2008,10-QT/A,1
2008,10KSB,2686
2008,10KSB/A,1284
2008,10QSB,3334
2008,10QSB/A,787
2008,10SB12B,2
2008,10SB12G,56
2008,10SB12G/A,23
2008,11-K,1907
2008,11-K/A,42
2008,11-KT,5
2008,12G3-2B,78
2008,12G32BR,4
2008,13F-HR,12299
2008,13F-HR/A,1803
2008,13F-NT,4223
2008,13F-NT/A,115
2008,13FCONP,99
2008,144,350
2008,144/A,7
2008,15-12B,177
2008,15-12B/A,6
2008,15-12G,590
2008,15-12G/A,18
2008,15-15D,1293
2008,15-15D/A,5
2008,15F-12B,22
2008,15F-12B/A,1
2008,15F-12G,47
2008,15F-12G/A,1
2008,15F-15D,11
2008,18-K,39
2008,18-K/A,96
2008,19B-4E,1679
2008,2-A,1
2008,2-A/A,8
2008,2-AF,2
2008,2-E,5
2008,2-E/A,2
2008,20-F,799
2008,20-F/A,193
2008,20FR12B,4
2008,20FR12B/A,1
2008,20FR12G,13
2008,20FR12G/A,20
2008,24F-2NT,5826
2008,24F-2NT/A,94
2008,25,289
2008,25-NSE,747
2008,25-NSE/A,21
2008,25/A,6
2008,3,17565
2008,3/A,1186
2008,305B2,58
2008,4,217751
2008,4/A,7696
2008,40-17F1,7
2008,40-17F2,1194
2008,40-17F2/A,1
2008,40-17G,1295
2008,40-17G/A,99
2008,40-202A,1
2008,40-202A/A,7
2008,40-24B2,471
2008,40-24B2/A,1
2008,40-33,36
2008,40-6B,5
2008,40-6B/A,22
2008,40-8B25,1
2008,40-8F-2,1
2008,40-APP,138
2008,40-APP/A,175
2008,40-F,139
2008,40-F/A,28
2008,40-OIP,5
2008,40-OIP/A,3
2008,40FR12B,5
2008,40FR12B/A,1
2008,424A,17
2008,424B1,79
2008,424B2,6259
2008,424B3,6157
2008,424B4,126
2008,424B5,1797
2008,424B7,406
2008,424B8,33
2008,425,2382
2008,485APOS,1440
2008,485BPOS,5787
2008,485BXT,678
2008,486APOS,5
2008,486BPOS,17
2008,487,723
2008,497,14719
2008,497AD,172
2008,497J,4778
2008,497K1,7
2008,497K2,2
2008,497K3A,6
2008,497K3B,189
2008,5,5686
2008,5/A,214
2008,6-K,23011
2008,6-K/A,318
2008,8-A12B,866
2008,8-A12B/A,161
2008,8-A12G,271
2008,8-A12G/A,79
2008,8-K,88394
2008,8-K/A,3374
2008,8-K12B,3
2008,8-K12B/A,2
2008,8-K12G3,23
2008,8-K15D5,2
2008,8-M,2
2008,9-M,1
2008,ADN-MTL,3
2008,ADV-E,190
2008,ADV-H-C,3
2008,ADV-NR,4
2008,ANNLRPT,7
2008,APP WD,14
2008,ARS,2899
2008,ARS/A,8
2008,AW,213
2008,AW WD,3
2008,CB,62
2008,CB/A,60
2008,CERTAMX,157
2008,CERTNAS,181
2008,CERTNYS,192
2008,CERTPAC,226
2008,CORRESP,10142
2008,CT ORDER,1095
2008,D,381
2008,D/A,61
2008,DEF 14A,6557
2008,DEF 14C,616
2008,DEFA14A,4028
2008,DEFA14C,22
2008,DEFC14A,103
2008,DEFC14C,1
2008,DEFM14A,207
2008,DEFM14C,16
2008,DEFN14A,15
2008,DEFR14A,236
2008,DEFR14C,27
2008,DEL AM,53
2008,DFAN14A,598
2008,DFRN14A,10
2008,DSTRBRPT,7
2008,EFFECT,3819
2008,F-1,38
2008,F-1/A,86
2008,F-10,28
2008,F-10/A,29
2008,F-10POS,4
2008,F-3,56
2008,F-3/A,51
2008,F-3ASR,45
2008,F-3D,4
2008,F-3DPOS,1
2008,F-4,25
2008,F-4 POS,1
2008,F-4/A,41
2008,F-6,85
2008,F-6 POS,125
2008,F-6/A,6
2008,F-6EF,1282
2008,F-7,3
2008,F-7 POS,1
2008,F-7/A,1
2008,F-8,3
2008,F-8/A,7
2008,F-9,12
2008,F-9/A,9
2008,F-N,24
2008,F-X,108
2008,F-X/A,14
2008,FOCUSN,1636
2008,FOCUSN/A,47
2008,FWP,7555
2008,G-405,3
2008,G-405N,2
2008,G-FIN,2
2008,G-FIN/A,14
2008,MSD,1
2008,MSD/A,49
2008,MSDW,20
2008,N-14,171
2008,N-14 8C,13
2008,N-14 8C/A,8
2008,N-14/A,101
2008,N-14AE,6
2008,N-14AE/A,2
2008,N-18F1,63
2008,N-18F1/A,2
2008,N-1A,46
2008,N-1A/A,84
2008,N-2,120
2008,N-2/A,142
2008,N-23C-2,423
2008,N-23C-2/A,16
2008,N-23C3A,84
2008,N-23C3A/A,2
2008,N-23C3B,11
2008,N-23C3C/A,4
2008,N-2MEF,1
2008,N-30B-2,455
2008,N-30D,467
2008,N-4,104
2008,N-4/A,156
2008,N-54A,7
2008,N-54C,13
2008,N-54C/A,1
2008,N-6,94
2008,N-6/A,112
2008,N-6F,3
2008,N-8A,105
2008,N-8A/A,13
2008,N-8B-2,2
2008,N-8B-2/A,14
2008,N-8F,227
2008,N-8F/A,69
2008,N-CSR,3649
2008,N-CSR/A,248
2008,N-CSRS,3112
2008,N-CSRS/A,79
2008,N-PX,3442
2008,N-PX/A,130
2008,N-Q,6522
2008,N-Q/A,124
2008,NO ACT,732
2008,NSAR-A,3061
2008,NSAR-A/A,130
2008,NSAR-AT,3
2008,NSAR-B,3075
2008,NSAR-B/A,279
2008,NSAR-BT,17
2008,NSAR-BT/A,1
2008,NSAR-U,823
2008,NSAR-U/A,14
2008,NT 10-K,2292
2008,NT 10-K/A,27
2008,NT 10-Q,3670
2008,NT 10-Q/A,25
2008,NT 11-K,60
2008,NT 20-F,80
2008,NT 20-F/A,1
2008,NT-NCSR,28
2008,NT-NCSR/A,3
2008,NT-NSAR,61
2008,NT-NSAR/A,1
2008,NTFNCSR,1
2008,NTFNSAR,1
2008,NTN 10K,78
2008,NTN 10Q,125
2008,NTN 20F,1
2008,POS 8C,82
2008,POS AM,1471
2008,POS AMI,244
2008,POS EX,102
2008,POS462B,3
2008,POS462C,4
2008,POSASR,111
2008,PRE 14A,1743
2008,PRE 14C,533
2008,PREC14A,132
2008,PREC14C,4
2008,PREM14A,178
2008,PREM14C,35
2008,PREN14A,26
2008,PRER14A,551
2008,PRER14C,178
2008,PRRN14A,67
2008,PX14A6G,24
2008,QRTLYRPT,3
2008,REG-NR,3
2008,REGDEX,19560
2008,REGDEX/A,7001
2008,REVOKED,472
2008,RW,640
2008,RW WD,41
2008,S-1,993
2008,S-1/A,2364
2008,S-11,33
2008,S-11/A,88
2008,S-11MEF,2
2008,S-1MEF,17
2008,S-3,712
2008,S-3/A,483
2008,S-3ASR,462
2008,S-3D,38
2008,S-3DPOS,19
2008,S-3MEF,18
2008,S-4,264
2008,S-4 POS,6
2008,S-4/A,436
2008,S-4MEF,5
2008,S-6,789
2008,S-6/A,221
2008,S-8,2516
2008,S-8 POS,1444
2008,S-B,17
2008,S-B/A,5
2008,S-BMEF,1
2008,SB-2,123
2008,SB-2/A,187
2008,SC 13D,2504
2008,SC 13D/A,5378
2008,SC 13E3,63
2008,SC 13E3/A,239
2008,SC 13G,11130
2008,SC 13G/A,16895
2008,SC 14D9,145
2008,SC 14D9/A,364
2008,SC 14F1,156
2008,SC 14F1/A,12
2008,SC TO-C,355
2008,SC TO-I,466
2008,SC TO-I/A,724
2008,SC TO-T,117
2008,SC TO-T/A,535
2008,SC13E4F,1
2008,SC13E4F/A,1
2008,SC14D1F,1
2008,SC14D1F/A,11
2008,SC14D9C,177
2008,SC14D9F,1
2008,SC14D9F/A,2
2008,SE,33
2008,SP 15D2,2
2008,SUPPL,5408
2008,T-3,24
2008,T-3/A,31
2008,TA-1,26
2008,TA-1/A,202
2008,TA-2,471
2008,TA-2/A,58
2008,TA-W,32
2008,TTW,2
2008,UNDER,2
2008,UPLOAD,13092
2008,WDL-REQ,6
2008,X-17A-5,4966
2008,X-17A-5/A,356
2007,1,5
2007,1-A,28
2007,1-A-W,1
2007,1-A/A,89
2007,1-E,11
2007,1-E/A,11
2007,10-12B,33
2007,10-12B/A,69
2007,10-12G,63
2007,10-12G/A,91
2007,10-D,7659
2007,10-D/A,706
2007,10-K,8176
2007,10-K/A,1448
2007,10-KT,13
2007,10-KT/A,4
2007,10-Q,19191
2007,10-Q/A,1035
2007,10-QT,5
2007,10KSB,3513
2007,10KSB/A,1009
2007,10QSB,10703
2007,10QSB/A,1585
2007,10SB12B,6
2007,10SB12B/A,4
2007,10SB12G,274
2007,10SB12G/A,253
2007,11-K,2047
2007,11-K/A,44
2007,11-KT,3
2007,12G3-2B,100
2007,12G32BR,15
2007,13F-HR,11301
2007,13F-HR/A,1435
2007,13F-NT,3678
2007,13F-NT/A,112
2007,13FCONP,70
2007,144,615
2007,144/A,26
2007,15-12B,311
2007,15-12B/A,3
2007,15-12G,681
2007,15-12G/A,11
2007,15-15D,1844
2007,15-15D/A,5
2007,15F-12B,63
2007,15F-12B/A,7
2007,15F-12G,51
2007,15F-12G/A,1
2007,15F-15D,25
2007,18-12B,1
2007,18-K,36
2007,18-K/A,103
2007,19B-4,2
2007,19B-4E,1480
2007,2-A/A,3
2007,2-AF,7
2007,2-E,9
2007,2-E/A,1
2007,20-F,851
2007,20-F/A,212
2007,20FR12B,4
2007,20FR12B/A,10
2007,20FR12G,29
2007,20FR12G/A,56
2007,24F-2NT,5710
2007,24F-2NT/A,104
2007,25,334
2007,25-NSE,972
2007,25-NSE/A,23
2007,25/A,10
2007,3,24845
2007,3/A,1348
2007,305B2,114
2007,34-12H,1
2007,39-304D,1
2007,4,234776
2007,4/A,8725
2007,40-17F1,2
2007,40-17F2,1153
2007,40-17F2/A,20
2007,40-17G,1411
2007,40-17G/A,160
2007,40-202A/A,1
2007,40-206A/A,2
2007,40-24B2,486
2007,40-24B2/A,72
2007,40-33,57
2007,40-6B,5
2007,40-6B/A,19
2007,40-6C,55
2007,40-6C/A,105
2007,40-8B25,6
2007,40-APP,52
2007,40-APP/A,42
2007,40-F,164
2007,40-F/A,54
2007,40FR12B,6
2007,40FR12B/A,4
2007,40FR12G,1
2007,40FR12G/A,1
2007,424A,29
2007,424B1,168
2007,424B2,5912
2007,424B3,7540
2007,424B4,414
2007,424B5,3115
2007,424B7,658
2007,424B8,47
2007,425,3703
2007,485APOS,1502
2007,485BPOS,5640
2007,485BXT,451
2007,486APOS,4
2007,486BPOS,14
2007,487,672
2007,497,14242
2007,497AD,171
2007,497H2,4
2007,497J,4348
2007,497K1,14
2007,497K2,2
2007,497K3A,5
2007,497K3B,208
2007,5,6461
2007,5/A,294
2007,6-K,26115
2007,6-K/A,299
2007,8-A12B,1067
2007,8-A12B/A,202
2007,8-A12G,302
2007,8-A12G/A,73
2007,8-K,97967
2007,8-K/A,4143
2007,8-K12B,10
2007,8-K12B/A,2
2007,8-K12G3,27
2007,8-K12G3/A,4
2007,8-K15D5,3
2007,8-M,3
2007,9-M,2
2007,ADV-E,190
2007,ADV-H-C,1
2007,ADV-H-T,2
2007,ADV-NR,11
2007,ANNLRPT,3
2007,APP WD,24
2007,ARS,2655
2007,ARS/A,5
2007,AW,189
2007,AW WD,20
2007,CB,79
2007,CB/A,109
2007,CERTAMX,304
2007,CERTBSE,1
2007,CERTNAS,310
2007,CERTNYS,319
2007,CERTPAC,60
2007,CORRESP,10777
2007,D,1
2007,D/A,2
2007,DEF 14A,6704
2007,DEF 14C,656
2007,DEF-OC,1
2007,DEFA14A,4428
2007,DEFA14C,22
2007,DEFC14A,79
2007,DEFC14C,3
2007,DEFM14A,343
2007,DEFM14C,20
2007,DEFN14A,27
2007,DEFR14A,207
2007,DEFR14C,30
2007,DEL AM,42
2007,DFAN14A,545
2007,DFRN14A,13
2007,DSTRBRPT,4
2007,EFFECT,5138
2007,F-1,81
2007,F-1/A,248
2007,F-10,42
2007,F-10/A,49
2007,F-10EF,3
2007,F-10POS,5
2007,F-1MEF,10
2007,F-3,62
2007,F-3/A,39
2007,F-3ASR,31
2007,F-3D,5
2007,F-4,41
2007,F-4/A,57
2007,F-6,88
2007,F-6 POS,89
2007,F-6/A,12
2007,F-6EF,130
2007,F-7,2
2007,F-7/A,1
2007,F-8,2
2007,F-8/A,3
2007,F-80,1
2007,F-9,10
2007,F-9/A,8
2007,F-N,14
2007,F-X,191
2007,F-X/A,10
2007,FOCUSN,1760
2007,FOCUSN/A,55
2007,FWP,10584
2007,G-405,5
2007,G-405N,3
2007,G-FIN/A,9
2007,G-FINW,2
2007,MSD,5
2007,MSD/A,29
2007,MSDW,4
2007,N-14,143
2007,N-14 8C,6
2007,N-14 8C/A,14
2007,N-14/A,146
2007,N-14AE,37
2007,N-14AE/A,7
2007,N-18F1,31
2007,N-1A,64
2007,N-1A/A,117
2007,N-2,166
2007,N-2/A,266
2007,N-23C-2,12
2007,N-23C3A,92
2007,N-23C3A/A,1
2007,N-23C3B,24
2007,N-23C3C,1
2007,N-23C3C/A,4
2007,N-2MEF,25
2007,N-3,4
2007,N-30B-2,442
2007,N-30D,478
2007,N-30D/A,1
2007,N-4,169
2007,N-4/A,101
2007,N-54A,9
2007,N-54C,12
2007,N-6,101
2007,N-6/A,33
2007,N-6F,10
2007,N-6F/A,1
2007,N-8A,159
2007,N-8A/A,25
2007,N-8B-2,1
2007,N-8B-2/A,7
2007,N-8F,206
2007,N-8F/A,131
2007,N-CSR,3632
2007,N-CSR/A,245
2007,N-CSRS,3101
2007,N-CSRS/A,70
2007,N-PX,3409
2007,N-PX/A,103
2007,N-Q,6513
2007,N-Q/A,103
2007,NO ACT,551
2007,NSAR-A,3126
2007,NSAR-A/A,144
2007,NSAR-AT,7
2007,NSAR-AT/A,1
2007,NSAR-B,3207
2007,NSAR-B/A,289
2007,NSAR-BT,33
2007,NSAR-BT/A,8
2007,NSAR-U,823
2007,NSAR-U/A,4
2007,NT 10-K,2253
2007,NT 10-K/A,17
2007,NT 10-Q,4022
2007,NT 10-Q/A,32
2007,NT 11-K,123
2007,NT 15D2,1
2007,NT 20-F,101
2007,NT 20-F/A,1
2007,NT-NCSR,30
2007,NT-NSAR,42
2007,NT-NSAR/A,4
2007,NTFNCSR,3
2007,NTFNSAR,7
2007,NTN 10K,71
2007,NTN 10Q,126
2007,NTN 20F,4
2007,POS 8C,67
2007,POS AM,1663
2007,POS AMI,207
2007,POS EX,108
2007,POS462B,5
2007,POS462C,3
2007,POSASR,90
2007,PRE 14A,1601
2007,PRE 14C,578
2007,PREC14A,112
2007,PREM14A,341
2007,PREM14C,46
2007,PREN14A,19
2007,PRER14A,556
2007,PRER14C,146
2007,PRRN14A,81
2007,PX14A6G,57
2007,PX14A6N,5
2007,QRTLYRPT,4
2007,REG-NR,4
2007,REG-NR/A,1
2007,REGDEX,20921
2007,REGDEX/A,7612
2007,REVOKED,185
2007,RW,622
2007,RW WD,26
2007,S-1,651
2007,S-1/A,2086
2007,S-11,29
2007,S-11/A,75
2007,S-1MEF,63
2007,S-3,971
2007,S-3/A,738
2007,S-3ASR,458
2007,S-3D,24
2007,S-3DPOS,13
2007,S-3MEF,37
2007,S-4,443
2007,S-4 POS,8
2007,S-4/A,604
2007,S-4EF,4
2007,S-4EF/A,2
2007,S-4MEF,5
2007,S-6,703
2007,S-6/A,149
2007,S-8,2963
2007,S-8 POS,1361
2007,S-B,12
2007,S-B/A,8
2007,S-BMEF,4
2007,SB-1,14
2007,SB-1/A,28
2007,SB-2,1055
2007,SB-2/A,1925
2007,SB-2MEF,9
2007,SC 13D,2793
2007,SC 13D/A,5653
2007,SC 13E3,94
2007,SC 13E3/A,337
2007,SC 13G,10673
2007,SC 13G/A,16127
2007,SC 14D9,266
2007,SC 14D9/A,490
2007,SC 14F1,196
2007,SC 14F1/A,22
2007,SC TO-C,373
2007,SC TO-I,502
2007,SC TO-I/A,892
2007,SC TO-T,182
2007,SC TO-T/A,884
2007,SC13E4F,1
2007,SC13E4F/A,2
2007,SC14D1F,8
2007,SC14D1F/A,20
2007,SC14D9C,209
2007,SC14D9F,6
2007,SC14D9F/A,5
2007,SE,56
2007,SP 15D2,4
2007,SUPPL,7907
2007,T-3,31
2007,T-3/A,28
2007,TA-1,26
2007,TA-1/A,497
2007,TA-2,502
2007,TA-2/A,49
2007,TA-W,48
2007,TACO,43
2007,UNDER,3
2007,UPLOAD,12288
2007,WDL-REQ,2
2007,X-17A-5,5124
2007,X-17A-5/A,408
2006,1,3
2006,1-A,30
2006,1-A/A,57
2006,1-E,11
2006,1-E/A,12
2006,1/A,1
2006,10-12B,19
2006,10-12B/A,44
2006,10-12G,74
2006,10-12G/A,116
2006,10-D,6713
2006,10-D/A,467
2006,10-K,8470
2006,10-K/A,1450
2006,10-KT,18
2006,10-KT/A,5
2006,10-Q,19191
2006,10-Q/A,1509
2006,10-QT,10
2006,10-QT/A,1
2006,10KSB,3399
2006,10KSB/A,1382
2006,10QSB,10191
2006,10QSB/A,2051
2006,10SB12B,13
2006,10SB12B/A,4
2006,10SB12G,233
2006,10SB12G/A,235
2006,11-K,2148
2006,11-K/A,43
2006,11-KT,8
2006,12G3-2B,109
2006,12G32BR,24
2006,13F-HR,10418
2006,13F-HR/A,1353
2006,13F-NT,3215
2006,13F-NT/A,125
2006,13FCONP,41
2006,144,545
2006,144/A,19
2006,15-12B,261
2006,15-12B/A,6
2006,15-12G,652
2006,15-12G/A,23
2006,15-15D,2137
2006,15-15D/A,13
2006,18-K,40
2006,18-K/A,107
2006,19B-4E,271
2006,2-A,3
2006,2-A/A,8
2006,2-E,18
2006,2-E/A,4
2006,20-F,916
2006,20-F/A,230
2006,20FR12B,5
2006,20FR12G,27
2006,20FR12G/A,33
2006,24F-2NT,5517
2006,24F-2NT/A,79
2006,25,330
2006,25-NSE,543
2006,25-NSE/A,26
2006,25/A,10
2006,3,21903
2006,3/A,1396
2006,305B2,87
2006,34-12H,1
2006,35-CERT,18
2006,35-CERT/A,4
2006,39-304D,1
2006,4,227994
2006,4/A,9349
2006,40-17F1,12
2006,40-17F2,1627
2006,40-17G,1435
2006,40-17G/A,175
2006,40-202A,7
2006,40-202A/A,2
2006,40-206A/A,2
2006,40-24B2,32
2006,40-33,54
2006,40-33/A,1
2006,40-6B,3
2006,40-6B/A,3
2006,40-6C,67
2006,40-6C/A,90
2006,40-8B25,8
2006,40-8F-2/A,1
2006,40-APP,26
2006,40-APP/A,35
2006,40-F,170
2006,40-F/A,46
2006,40FR12B,8
2006,40FR12B/A,2
2006,40FR12G,3
2006,424A,26
2006,424B1,196
2006,424B2,3360
2006,424B3,7545
2006,424B4,411
2006,424B5,3472
2006,424B7,347
2006,424B8,32
2006,425,3265
2006,485APOS,1465
2006,485BPOS,5634
2006,485BXT,363
2006,486APOS,5
2006,486BPOS,15
2006,487,546
2006,497,14744
2006,497AD,127
2006,497H2,2
2006,497J,4376
2006,497K1,9
2006,497K3A,5
2006,497K3B,231
2006,5,7485
2006,5/A,348
2006,6-K,26090
2006,6-K/A,319
2006,8-A12B,740
2006,8-A12B/A,174
2006,8-A12G,449
2006,8-A12G/A,95
2006,8-K,102575
2006,8-K/A,4796
2006,8-K12B,7
2006,8-K12G3,27
2006,8-K12G3/A,3
2006,8-K15D5,4
2006,8-M,4
2006,ADN-MTL,2
2006,ADV-E,212
2006,ADV-H-T,2
2006,ADV-NR,73
2006,ANNLRPT,8
2006,ANNLRPT/A,1
2006,APP WD,31
2006,ARS,2879
2006,AW,209
2006,AW WD,6
2006,CB,95
2006,CB/A,61
2006,CERTAMX,231
2006,CERTBSE,4
2006,CERTCSE,1
2006,CERTNAS,129
2006,CERTNYS,315
2006,CERTPAC,12
2006,CORRESP,10993
2006,D,1
2006,DEF 14A,6870
2006,DEF 14C,649
2006,DEFA14A,3373
2006,DEFA14C,19
2006,DEFC14A,62
2006,DEFM14A,285
2006,DEFM14C,23
2006,DEFN14A,25
2006,DEFR14A,242
2006,DEFR14C,27
2006,DEL AM,17
2006,DFAN14A,663
2006,DFRN14A,11
2006,DSTRBRPT,6
2006,EFFECT,2946
2006,F-1,58
2006,F-1/A,153
2006,F-10,40
2006,F-10/A,45
2006,F-10POS,8
2006,F-1MEF,8
2006,F-3,58
2006,F-3/A,70
2006,F-3ASR,34
2006,F-4,21
2006,F-4 POS,3
2006,F-4/A,37
2006,F-6,75
2006,F-6 POS,47
2006,F-6/A,3
2006,F-6EF,96
2006,F-7,1
2006,F-7/A,1
2006,F-8,4
2006,F-8 POS,3
2006,F-8/A,10
2006,F-80,4
2006,F-80/A,4
2006,F-9,7
2006,F-9/A,8
2006,F-N,12
2006,F-N/A,1
2006,F-X,185
2006,F-X/A,5
2006,FOCUSN,1706
2006,FOCUSN/A,32
2006,FWP,8463
2006,G-405,4
2006,G-405/A,1
2006,G-405N,6
2006,G-FIN/A,19
2006,MSD,3
