,link,size,accession_number,filing_date,year,cik,conformed_name,n_documents_in_filing,documents_in_filing_names
5340,https://www.sec.gov/Archives/edgar/data/1284807/000128480717000023/0001284807-17-000023-index.htm,974 KB,0001284807-17-000023,2017-05-30,2017,0001284807,PLY GEM HOLDINGS INC,4,"['PLY GEM FORM SD', 'EXHIBIT 1.01', 'LOGO', 'Complete submission text file']"
5346,https://www.sec.gov/Archives/edgar/data/1564902/000156459017011941/0001564590-17-011941-index.htm,86 KB,0001564590-17-011941,2017-05-31,2017,0001564902,"SeaWorld Entertainment, Inc.",4,"['SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
5351,https://www.sec.gov/Archives/edgar/data/1605484/000160548417000043/0001605484-17-000043-index.htm,79 KB,0001605484-17-000043,2017-05-31,2017,0001605484,Fiat Chrysler Automobiles N.V.,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5355,https://www.sec.gov/Archives/edgar/data/1109354/000110465917035724/0001104659-17-035724-index.htm,453 KB,0001104659-17-035724,2017-05-26,2017,0001109354,BRUKER CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
5361,https://www.sec.gov/Archives/edgar/data/1017303/000101730317000043/0001017303-17-000043-index.htm,193 KB,0001017303-17-000043,2017-05-31,2017,0001017303,TRANSACT TECHNOLOGIES INC,4,"['TRANSACT TECHNOLOGIES INC SD 12-31-2016', 'EXHIBIT 1.01', '', 'Complete submission text file']"
5367,https://www.sec.gov/Archives/edgar/data/903129/000156459017011592/0001564590-17-011592-index.htm,83 KB,0001564590-17-011592,2017-05-24,2017,0000903129,GENTHERM Inc,3,"['SD', 'EX-1.01', 'Complete submission text file']"
5372,https://www.sec.gov/Archives/edgar/data/887969/000088796917000028/0000887969-17-000028-index.htm,375 KB,0000887969-17-000028,2017-05-31,2017,0000887969,MRV COMMUNICATIONS INC,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
5378,https://www.sec.gov/Archives/edgar/data/1644440/000164444017000097/0001644440-17-000097-index.htm,40 KB,0001644440-17-000097,2017-05-26,2017,0001644440,GCP Applied Technologies Inc.,3,"['CONFLICT MINERALS', 'EXHIBIT 1.01', 'Complete submission text file']"
5386,https://www.sec.gov/Archives/edgar/data/29644/000089710117000678/0000897101-17-000678-index.htm,401 KB,0000897101-17-000678,2017-05-31,2017,0000029644,DONALDSON CO INC,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
5391,https://www.sec.gov/Archives/edgar/data/1050915/000119312517188195/0001193125-17-188195-index.htm,128 KB,0001193125-17-188195,2017-05-31,2017,0001050915,"QUANTA SERVICES, INC.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
5403,https://www.sec.gov/Archives/edgar/data/1580808/000158080817000039/0001580808-17-000039-index.htm,800 KB,0001580808-17-000039,2017-05-19,2017,0001580808,"A10 Networks, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5408,https://www.sec.gov/Archives/edgar/data/100378/000143774917008588/0001437749-17-008588-index.htm,65 KB,0001437749-17-008588,2017-05-10,2017,0000100378,TWIN DISC INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5414,https://www.sec.gov/Archives/edgar/data/737758/000073775817000028/0000737758-17-000028-index.htm,86 KB,0000737758-17-000028,2017-05-31,2017,0000737758,TORO CO,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5420,https://www.sec.gov/Archives/edgar/data/1041859/000114420417030371/0001144204-17-030371-index.htm,119 KB,0001144204-17-030371,2017-05-31,2017,0001041859,"Childrens Place, Inc.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5429,https://www.sec.gov/Archives/edgar/data/318996/000119312517185573/0001193125-17-185573-index.htm,39 KB,0001193125-17-185573,2017-05-26,2017,0000318996,KEY ENERGY SERVICES INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
5437,https://www.sec.gov/Archives/edgar/data/355999/000156459017011829/0001564590-17-011829-index.htm,46 KB,0001564590-17-011829,2017-05-30,2017,0000355999,ESSENDANT INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
5449,https://www.sec.gov/Archives/edgar/data/1047122/000104712217000092/0001047122-17-000092-index.htm,62 KB,0001047122-17-000092,2017-05-25,2017,0001047122,RAYTHEON CO/,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5455,https://www.sec.gov/Archives/edgar/data/743238/000143774917010291/0001437749-17-010291-index.htm,434 KB,0001437749-17-010291,2017-05-30,2017,0000743238,SPARTAN MOTORS INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5461,https://www.sec.gov/Archives/edgar/data/21665/000093041317002256/0000930413-17-002256-index.htm,81 KB,0000930413-17-002256,2017-05-31,2017,0000021665,COLGATE PALMOLIVE CO,3,"['', '', 'Complete submission text file']"
5470,https://www.sec.gov/Archives/edgar/data/1587523/000119312517183345/0001193125-17-183345-index.htm,113 KB,0001193125-17-183345,2017-05-25,2017,0001587523,Knowles Corp,3,"['SD', 'EX-1.01', 'Complete submission text file']"
5475,https://www.sec.gov/Archives/edgar/data/924383/000143774917010458/0001437749-17-010458-index.htm,40 KB,0001437749-17-010458,2017-06-01,2017,0000924383,LRAD Corp,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5481,https://www.sec.gov/Archives/edgar/data/49826/000004982617000113/0000049826-17-000113-index.htm,401 KB,0000049826-17-000113,2017-05-31,2017,0000049826,ILLINOIS TOOL WORKS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5486,https://www.sec.gov/Archives/edgar/data/749038/000114420417029476/0001144204-17-029476-index.htm,24 KB,0001144204-17-029476,2017-05-25,2017,0000749038,"CCUR Holdings, Inc.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5492,https://www.sec.gov/Archives/edgar/data/1443646/000144364617000064/0001443646-17-000064-index.htm,46 KB,0001443646-17-000064,2017-05-24,2017,0001443646,Booz Allen Hamilton Holding Corp,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5498,https://www.sec.gov/Archives/edgar/data/26172/000089706917000337/0000897069-17-000337-index.htm,1 MB,0000897069-17-000337,2017-05-24,2017,0000026172,CUMMINS INC,3,"['', '', 'Complete submission text file']"
5504,https://www.sec.gov/Archives/edgar/data/1485469/000114420417026711/0001144204-17-026711-index.htm,61 KB,0001144204-17-026711,2017-05-12,2017,0001485469,"Tower International, Inc.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5510,https://www.sec.gov/Archives/edgar/data/200406/000020040617000027/0000200406-17-000027-index.htm,473 KB,0000200406-17-000027,2017-05-25,2017,0000200406,JOHNSON & JOHNSON,4,"['SD', 'EXHIBIT 1.01 CMR', 'J&J LOGO', 'Complete submission text file']"
5533,https://www.sec.gov/Archives/edgar/data/1591956/000159195617000009/0001591956-17-000009-index.htm,38 KB,0001591956-17-000009,2017-05-04,2017,0001591956,Sphere 3D Corp,3,"['CONFLICT MINERALS', 'EXHIBIT 1.01', 'Complete submission text file']"
5544,https://www.sec.gov/Archives/edgar/data/1650962/000165096217000040/0001650962-17-000040-index.htm,162 KB,0001650962-17-000040,2017-05-31,2017,0001650962,"Welbilt, Inc.",4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
5556,https://www.sec.gov/Archives/edgar/data/1590714/000159071417000092/0001590714-17-000092-index.htm,53 KB,0001590714-17-000092,2017-05-26,2017,0001590714,Element Solutions Inc,3,"['CONFLICT MINERALS DISCLOSURE', '', 'Complete submission text file']"
5561,https://www.sec.gov/Archives/edgar/data/921582/000119312517189253/0001193125-17-189253-index.htm,192 KB,0001193125-17-189253,2017-05-31,2017,0000921582,IMAX CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
5567,https://www.sec.gov/Archives/edgar/data/813762/000081376217000019/0000813762-17-000019-index.htm,551 KB,0000813762-17-000019,2017-05-31,2017,0000813762,ICAHN ENTERPRISES L.P.,4,"['SD', 'EXHIBIT 1.01', 'EXHIBIT 1.01', 'Complete submission text file']"
5577,https://www.sec.gov/Archives/edgar/data/820318/000119312517189228/0001193125-17-189228-index.htm,42 KB,0001193125-17-189228,2017-05-31,2017,0000820318,II-VI INC,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
5589,https://www.sec.gov/Archives/edgar/data/842162/000084216217000016/0000842162-17-000016-index.htm,232 KB,0000842162-17-000016,2017-05-17,2017,0000842162,LEAR CORP,6,"['SD', 'EXHIBIT 1.01', '', '', '', 'Complete submission text file']"
5601,https://www.sec.gov/Archives/edgar/data/773840/000093041317002251/0000930413-17-002251-index.htm,56 KB,0000930413-17-002251,2017-05-31,2017,0000773840,HONEYWELL INTERNATIONAL INC,3,"['', '', 'Complete submission text file']"
5607,https://www.sec.gov/Archives/edgar/data/1008654/000100865417000018/0001008654-17-000018-index.htm,1 MB,0001008654-17-000018,2017-05-25,2017,0001008654,TUPPERWARE BRANDS CORP,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5616,https://www.sec.gov/Archives/edgar/data/101829/000010182917000020/0000101829-17-000020-index.htm,86 KB,0000101829-17-000020,2017-05-31,2017,0000101829,UNITED TECHNOLOGIES CORP /DE/,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5621,https://www.sec.gov/Archives/edgar/data/57083/000119312517186201/0001193125-17-186201-index.htm,150 KB,0001193125-17-186201,2017-05-30,2017,0000057083,KYOCERA CORP,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
5629,https://www.sec.gov/Archives/edgar/data/742112/000074211217000053/0000742112-17-000053-index.htm,47 KB,0000742112-17-000053,2017-05-31,2017,0000742112,INVACARE CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5635,https://www.sec.gov/Archives/edgar/data/763532/000089225117000071/0000892251-17-000071-index.htm,40 KB,0000892251-17-000071,2017-05-31,2017,0000763532,LSI INDUSTRIES INC,3,"['', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
5640,https://www.sec.gov/Archives/edgar/data/33619/000119312517189229/0001193125-17-189229-index.htm,242 KB,0001193125-17-189229,2017-05-31,2017,0000033619,ESTERLINE TECHNOLOGIES CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
5646,https://www.sec.gov/Archives/edgar/data/313216/000119312517184800/0001193125-17-184800-index.htm,436 KB,0001193125-17-184800,2017-05-26,2017,0000313216,KONINKLIJKE PHILIPS NV,6,"['SD', 'EX-1.01', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
5652,https://www.sec.gov/Archives/edgar/data/815094/000119312517183722/0001193125-17-183722-index.htm,21 KB,0001193125-17-183722,2017-05-25,2017,0000815094,ABIOMED INC,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
5658,https://www.sec.gov/Archives/edgar/data/310354/000031035417000017/0000310354-17-000017-index.htm,54 KB,0000310354-17-000017,2017-05-31,2017,0000310354,STANDEX INTERNATIONAL CORP/DE/,3,"['', '', 'Complete submission text file']"
5669,https://www.sec.gov/Archives/edgar/data/764579/000107261317000335/0001072613-17-000335-index.htm,84 KB,0001072613-17-000335,2017-05-26,2017,0000764579,CAS MEDICAL SYSTEMS INC,3,"['CAS MEDICAL SYSTEMS - FORM SD', 'CONFLICT MINERALS REPORT OF CAS MEDICAL SYSTEMS, INC.', 'Complete submission text file']"
5676,https://www.sec.gov/Archives/edgar/data/48039/000004803917000033/0000048039-17-000033-index.htm,75 KB,0000048039-17-000033,2017-05-25,2017,0000048039,HollyFrontier Corp,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5682,https://www.sec.gov/Archives/edgar/data/26324/000002632417000011/0000026324-17-000011-index.htm,73 KB,0000026324-17-000011,2017-05-30,2017,0000026324,CURTISS WRIGHT CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5688,https://www.sec.gov/Archives/edgar/data/756620/000119312517182761/0001193125-17-182761-index.htm,26 KB,0001193125-17-182761,2017-05-25,2017,0000756620,BT GROUP PLC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
5694,https://www.sec.gov/Archives/edgar/data/799288/000079928817000079/0000799288-17-000079-index.htm,89 KB,0000799288-17-000079,2017-05-31,2017,0000799288,"LANDS' END, INC.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5699,https://www.sec.gov/Archives/edgar/data/109563/000010956317000082/0000109563-17-000082-index.htm,68 KB,0000109563-17-000082,2017-05-30,2017,0000109563,APPLIED INDUSTRIAL TECHNOLOGIES INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5705,https://www.sec.gov/Archives/edgar/data/717826/000119312517178692/0001193125-17-178692-index.htm,272 KB,0001193125-17-178692,2017-05-23,2017,0000717826,ERICSSON LM TELEPHONE CO,3,"['SD', 'EX-1.01', 'Complete submission text file']"
5710,https://www.sec.gov/Archives/edgar/data/1566844/000117891317001672/0001178913-17-001672-index.htm,502 KB,0001178913-17-001672,2017-05-31,2017,0001566844,MAZOR ROBOTICS LTD.,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5716,https://www.sec.gov/Archives/edgar/data/886128/000088612817000017/0000886128-17-000017-index.htm,40 KB,0000886128-17-000017,2017-05-26,2017,0000886128,FUELCELL ENERGY INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5720,https://www.sec.gov/Archives/edgar/data/825411/000117184317003395/0001171843-17-003395-index.htm,205 KB,0001171843-17-003395,2017-05-31,2017,0000825411,"SEVCON, INC.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5726,https://www.sec.gov/Archives/edgar/data/1320854/000119312517188853/0001193125-17-188853-index.htm,35 KB,0001193125-17-188853,2017-05-31,2017,0001320854,"FreightCar America, Inc.",3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
5732,https://www.sec.gov/Archives/edgar/data/701288/000165495417005193/0001654954-17-005193-index.htm,515 KB,0001654954-17-005193,2017-05-31,2017,0000701288,ATRION CORP,3,"['FORM SD', 'ATRION CORPORATIONS CONFLICT MINERALS REPORT', 'Complete submission text file']"
5738,https://www.sec.gov/Archives/edgar/data/29915/000119312517188414/0001193125-17-188414-index.htm,47 KB,0001193125-17-188414,2017-05-31,2017,0000029915,DOW CHEMICAL CO /DE/,3,"['SD', 'EX-1.01', 'Complete submission text file']"
5744,https://www.sec.gov/Archives/edgar/data/9092/000089706917000348/0000897069-17-000348-index.htm,394 KB,0000897069-17-000348,2017-05-31,2017,0000009092,BADGER METER INC,3,"['', '', 'Complete submission text file']"
5750,https://www.sec.gov/Archives/edgar/data/1116284/000111628417000030/0001116284-17-000030-index.htm,40 KB,0001116284-17-000030,2017-05-26,2017,0001116284,EXFO INC.,3,"['EXFO INC. FORM SD 2016-12-31', 'EXHIBIT 1.01', 'Complete submission text file']"
5756,https://www.sec.gov/Archives/edgar/data/69633/000114420417029878/0001144204-17-029878-index.htm,191 KB,0001144204-17-029878,2017-05-26,2017,0000069633,"NAPCO SECURITY TECHNOLOGIES, INC",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5762,https://www.sec.gov/Archives/edgar/data/1043604/000119312517189283/0001193125-17-189283-index.htm,202 KB,0001193125-17-189283,2017-05-31,2017,0001043604,JUNIPER NETWORKS INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
5774,https://www.sec.gov/Archives/edgar/data/203527/000114420417030270/0001144204-17-030270-index.htm,359 KB,0001144204-17-030270,2017-05-31,2017,0000203527,VARIAN MEDICAL SYSTEMS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5780,https://www.sec.gov/Archives/edgar/data/913277/000114420417030205/0001144204-17-030205-index.htm,50 KB,0001144204-17-030205,2017-05-31,2017,0000913277,Clarus Corp,4,"['SD', 'CONFLICT MINERALS REPORT', 'GRAPHIC', 'Complete submission text file']"
5786,https://www.sec.gov/Archives/edgar/data/1289340/000119312517180720/0001193125-17-180720-index.htm,278 KB,0001193125-17-180720,2017-05-24,2017,0001289340,"Stereotaxis, Inc.",3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
5804,https://www.sec.gov/Archives/edgar/data/1003078/000114420417029329/0001144204-17-029329-index.htm,93 KB,0001144204-17-029329,2017-05-24,2017,0001003078,MSC INDUSTRIAL DIRECT CO INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5809,https://www.sec.gov/Archives/edgar/data/900349/000119312517179790/0001193125-17-179790-index.htm,44 KB,0001193125-17-179790,2017-05-23,2017,0000900349,"PERRY ELLIS INTERNATIONAL, INC",3,"['SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
5815,https://www.sec.gov/Archives/edgar/data/30305/000119312517187444/0001193125-17-187444-index.htm,20 KB,0001193125-17-187444,2017-05-30,2017,0000030305,DUCOMMUN INC /DE/,3,"['SD', 'EX-1.01', 'Complete submission text file']"
5821,https://www.sec.gov/Archives/edgar/data/107687/000010768717000066/0000107687-17-000066-index.htm,2 MB,0000107687-17-000066,2017-05-31,2017,0000107687,WINNEBAGO INDUSTRIES INC,5,"['FORM SD FOR PERIOD ENDED DECEMBER 31, 2016', 'EXH 1.01 CONFLICT MINERALS FOR PERIOD ENDED DECEMBER 31, 2016', 'PRINTABLE PDF OF FORM SD AND EXH 1.01 FOR PERIOD ENDED DECEMBER 31, 2016', 'WINNEBAGO INDUSTRIES, INC. LOGO', 'Complete submission text file']"
5827,https://www.sec.gov/Archives/edgar/data/790051/000162828017005881/0001628280-17-005881-index.htm,405 KB,0001628280-17-005881,2017-05-25,2017,0000790051,CARLISLE COMPANIES INC,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
5833,https://www.sec.gov/Archives/edgar/data/1116132/000115752317001705/0001157523-17-001705-index.htm,146 KB,0001157523-17-001705,2017-05-31,2017,0001116132,"TAPESTRY, INC.",4,"['COACH, INC. SD', 'EXHIBIT 1.01', 'LOGO', 'Complete submission text file']"
5839,https://www.sec.gov/Archives/edgar/data/864240/000143774917010148/0001437749-17-010148-index.htm,91 KB,0001437749-17-010148,2017-05-26,2017,0000864240,SYPRIS SOLUTIONS INC,4,"['FORM SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
5845,https://www.sec.gov/Archives/edgar/data/88205/000008820517000015/0000088205-17-000015-index.htm,654 KB,0000088205-17-000015,2017-05-25,2017,0000088205,SPX CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5853,https://www.sec.gov/Archives/edgar/data/1101302/000110130217000017/0001101302-17-000017-index.htm,657 KB,0001101302-17-000017,2017-05-31,2017,0001101302,ENTEGRIS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5859,https://www.sec.gov/Archives/edgar/data/1133421/000113342117000027/0001133421-17-000027-index.htm,59 KB,0001133421-17-000027,2017-05-31,2017,0001133421,NORTHROP GRUMMAN CORP /DE/,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5871,https://www.sec.gov/Archives/edgar/data/916793/000117891317001617/0001178913-17-001617-index.htm,480 KB,0001178913-17-001617,2017-05-25,2017,0000916793,SILICOM LTD.,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5877,https://www.sec.gov/Archives/edgar/data/1517228/000119312517179602/0001193125-17-179602-index.htm,236 KB,0001193125-17-179602,2017-05-23,2017,0001517228,"CommScope Holding Company, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
5881,https://www.sec.gov/Archives/edgar/data/812074/000110465917036577/0001104659-17-036577-index.htm,539 KB,0001104659-17-036577,2017-05-31,2017,0000812074,OWENS ILLINOIS INC /DE/,4,"['SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
5887,https://www.sec.gov/Archives/edgar/data/76334/000119312517188395/0001193125-17-188395-index.htm,60 KB,0001193125-17-188395,2017-05-31,2017,0000076334,PARKER HANNIFIN CORP,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
5906,https://www.sec.gov/Archives/edgar/data/82166/000008216617000063/0000082166-17-000063-index.htm,45 KB,0000082166-17-000063,2017-05-23,2017,0000082166,RAVEN INDUSTRIES INC,3,"['FORM SD MAY 17', 'EXHIBIT 1.01', 'Complete submission text file']"
5912,https://www.sec.gov/Archives/edgar/data/720500/000072050017000038/0000720500-17-000038-index.htm,88 KB,0000720500-17-000038,2017-05-31,2017,0000720500,AMTECH SYSTEMS INC,3,"['SD', 'ASYS 2016 CONFLICT MINERALS REPORT', 'Complete submission text file']"
5918,https://www.sec.gov/Archives/edgar/data/106640/000010664017000045/0000106640-17-000045-index.htm,68 KB,0000106640-17-000045,2017-05-31,2017,0000106640,WHIRLPOOL CORP /DE/,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5930,https://www.sec.gov/Archives/edgar/data/1037646/000103764617000013/0001037646-17-000013-index.htm,470 KB,0001037646-17-000013,2017-05-31,2017,0001037646,METTLER TOLEDO INTERNATIONAL INC/,3,"['FORM SD - CONFLICT MINERALS REPORT 2016', 'EXHIBIT 1.01 CONFLICT MINERALS REPORT - 2016', 'Complete submission text file']"
5936,https://www.sec.gov/Archives/edgar/data/72205/000119312517187551/0001193125-17-187551-index.htm,20 KB,0001193125-17-187551,2017-05-30,2017,0000072205,NOBILITY HOMES INC,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
5942,https://www.sec.gov/Archives/edgar/data/886835/000119312517180415/0001193125-17-180415-index.htm,24 KB,0001193125-17-180415,2017-05-24,2017,0000886835,SUPERIOR ENERGY SERVICES INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
5948,https://www.sec.gov/Archives/edgar/data/1585644/000128226617000034/0001282266-17-000034-index.htm,287 KB,0001282266-17-000034,2017-05-25,2017,0001585644,"WINDSTREAM SERVICES, LLC",4,"['FORM SD', 'EXHIBIT 1.01 CONFLICT MINERALS REPORT', '', 'Complete submission text file']"
5954,https://www.sec.gov/Archives/edgar/data/1342338/000117184317003381/0001171843-17-003381-index.htm,53 KB,0001171843-17-003381,2017-05-31,2017,0001342338,"Himax Technologies, Inc.",3,"['FORM SD', 'EXHIBIT 2.01', 'Complete submission text file']"
5958,https://www.sec.gov/Archives/edgar/data/1178946/000110465917036491/0001104659-17-036491-index.htm,47 KB,0001104659-17-036491,2017-05-31,2017,0001178946,DRAGONWAVE INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
5962,https://www.sec.gov/Archives/edgar/data/769397/000076939717000032/0000769397-17-000032-index.htm,57 KB,0000769397-17-000032,2017-05-31,2017,0000769397,AUTODESK INC,3,"['SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
5967,https://www.sec.gov/Archives/edgar/data/31347/000003134717000022/0000031347-17-000022-index.htm,307 KB,0000031347-17-000022,2017-05-30,2017,0000031347,ECHELON CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5971,https://www.sec.gov/Archives/edgar/data/920321/000092032117000058/0000920321-17-000058-index.htm,81 KB,0000920321-17-000058,2017-05-31,2017,0000920321,"CENVEO, INC",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5977,https://www.sec.gov/Archives/edgar/data/1024672/000117891317001605/0001178913-17-001605-index.htm,84 KB,0001178913-17-001605,2017-05-25,2017,0001024672,ELTEK LTD,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
5983,https://www.sec.gov/Archives/edgar/data/31791/000119312517188369/0001193125-17-188369-index.htm,33 KB,0001193125-17-188369,2017-05-31,2017,0000031791,PERKINELMER INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
5989,https://www.sec.gov/Archives/edgar/data/79879/000007987917000059/0000079879-17-000059-index.htm,104 KB,0000079879-17-000059,2017-05-31,2017,0000079879,PPG INDUSTRIES INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
6003,https://www.sec.gov/Archives/edgar/data/1493137/000107997317000311/0001079973-17-000311-index.htm,74 KB,0001079973-17-000311,2017-05-31,2017,0001493137,"Lifeloc Technologies, Inc",4,"['FORM SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
6009,https://www.sec.gov/Archives/edgar/data/1036262/000103626217000039/0001036262-17-000039-index.htm,20 KB,0001036262-17-000039,2017-05-25,2017,0001036262,INTEST CORP,3,"['', '', 'Complete submission text file']"
6033,https://www.sec.gov/Archives/edgar/data/910638/000091063817000008/0000910638-17-000008-index.htm,647 KB,0000910638-17-000008,2017-05-31,2017,0000910638,3D SYSTEMS CORP,4,"['SD', 'EX-1.01', 'LOGO', 'Complete submission text file']"
6039,https://www.sec.gov/Archives/edgar/data/768411/000089710117000638/0000897101-17-000638-index.htm,61 KB,0000897101-17-000638,2017-05-16,2017,0000768411,CYBEROPTICS CORP,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
6045,https://www.sec.gov/Archives/edgar/data/1601046/000160104617000013/0001601046-17-000013-index.htm,675 KB,0001601046-17-000013,2017-05-31,2017,0001601046,"Keysight Technologies, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
6061,https://www.sec.gov/Archives/edgar/data/1039101/000156761917001143/0001567619-17-001143-index.htm,233 KB,0001567619-17-001143,2017-05-25,2017,0001039101,"L3 TECHNOLOGIES, INC.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
6073,https://www.sec.gov/Archives/edgar/data/1533758/000153375817000036/0001533758-17-000036-index.htm,419 KB,0001533758-17-000036,2017-05-24,2017,0001533758,Hughes Satellite Systems Corp,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
6077,https://www.sec.gov/Archives/edgar/data/1069258/000106925817000018/0001069258-17-000018-index.htm,42 KB,0001069258-17-000018,2017-05-31,2017,0001069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3,"['SD 2017', 'EXHIBIT 1.01', 'Complete submission text file']"
6095,https://www.sec.gov/Archives/edgar/data/719135/000071913517000018/0000719135-17-000018-index.htm,186 KB,0000719135-17-000018,2017-05-31,2017,0000719135,Apyx Medical Corp,3,"['BVX_FORM SD_2017', 'BVX_LOGO', 'Complete submission text file']"
6101,https://www.sec.gov/Archives/edgar/data/832101/000083210117000031/0000832101-17-000031-index.htm,513 KB,0000832101-17-000031,2017-05-31,2017,0000832101,IDEX CORP /DE/,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
6107,https://www.sec.gov/Archives/edgar/data/1467761/000165495417005051/0001654954-17-005051-index.htm,39 KB,0001654954-17-005051,2017-05-24,2017,0001467761,"Zoom Telephonics, Inc.",4,"['FORM SD', 'CONFLICT MINERALS REPORT AS REQUIRED BY ITEMS 1.01 AND 1.02 OF THIS FORM', 'IMAGE', 'Complete submission text file']"
6119,https://www.sec.gov/Archives/edgar/data/1138639/000113863917000038/0001138639-17-000038-index.htm,360 KB,0001138639-17-000038,2017-05-30,2017,0001138639,INFINERA Corp,4,"['FORM SD', 'EXHIBIT 1.01', 'GRAPHIC', 'Complete submission text file']"
6130,https://www.sec.gov/Archives/edgar/data/1495320/000149532017000018/0001495320-17-000018-index.htm,108 KB,0001495320-17-000018,2017-05-31,2017,0001495320,"Vera Bradley, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
6136,https://www.sec.gov/Archives/edgar/data/1477294/000147729417000064/0001477294-17-000064-index.htm,574 KB,0001477294-17-000064,2017-05-31,2017,0001477294,Sensata Technologies Holding plc,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
